Q7D4P3	P07948
Q7D5J3	Q9UJV2
Q7D5J3	O95453
Q10516	Q9UEB9
Q10516	P35638
P9WI81	Q9HB61
Q10516	Q8IZL5
Q10516	Q7Z569
Q7D4P5	Q68DZ3
Q7D4P3	E9PI54
Q7D4P3	Q96MG9
Q10516	Q96SI8
Q10516	Q96E67
P9WPH9	Q9UEX3
Q7D4P5	Q9Y2K2
P9WI81	Q59FY0
Q10516	Q9NNZ9
Q7D4P3	Q75N87
Q7D4P3	Q9P283
Q7D4P3	Q9HAZ1
P9WPH9	Q9UDI3
Q7D4P3	Q92601
Q7D4P3	Q9UCX7
I6WXK4	Q92650
Q10516	P63173
Q10516	Q8IUS3
Q7D4P3	Q96NZ6
Q7D4P3	Q9BUG1
Q7D4P3	Q86XD7
Q10516	Q9BQF0
Q7D5J3	P16581
Q10516	Q9UDG1
Q10516	Q9UMX2
Q7D4P3	Q9UL53
Q10516	Q59E99
Q7D4P3	Q9NWB7
Q7D4P3	Q8NB68
Q10516	Q5T648
Q10516	Q9Y2C9
Q10516	O95450
Q7D5J3	P61163
Q10516	Q9UFQ1
Q7D4P3	P39019
Q7D4P3	Q9HD66
Q7D4P3	Q9UBB1
Q7D4P3	Q9UNA8
Q10516	Q9P152
Q7D4P3	Q99842
Q7D4P3	Q6LD15
Q10516	Q9UC57
Q10516	Q9Y6J0
Q7D4P3	Q9UCX5
Q7D4P3	Q6ICQ7
Q7D4P3	Q8N173
Q7D5J3	Q16027
Q10516	Q9P2C2
Q7D4P3	Q15405
Q10516	Q9UDC2
P9WI81	Q9BW83
Q7D4P3	Q9P082
Q10516	Q9BVZ0
Q10516	Q8TDK9
I6WXK4	H9KV45
P9WI81	P52564
Q7D4P3	Q6DK23
Q10516	Q5M8S9
Q7D4P3	Q9Y6U3
Q7D4P3	Q8N422
Q7D4P5	O43739
Q7D5J3	J3QS46
Q7D4P3	Q96G29
P9WI81	Q6ZT57
Q10516	Q96C16
Q7D4P3	Q6UWL3
Q10516	Q9NT88
Q10516	Q92768
Q10516	Q8N679
Q7D4P3	Q9UFF4
Q7D4P3	Q8N721
Q7D4P3	Q96I38
Q7D5J3	P07478
Q10516	Q6FHA2
P9WI81	Q9BTT1
Q10516	Q8IVR6
Q7D4P3	Q9Y6K9
Q10516	Q8NE16
Q7D5J3	Q9CY33
Q7D4P3	Q9NZ06
P9WI81	P43405
Q7D4P5	Q9NRH9
P9WI81	Q9UIT9
Q10516	Q9BTK8
Q7D4P3	Q9NSL1
Q7D4P3	Q13904
Q7D4P3	Q96HF9
Q7D5J3	Q96SI8
Q7D5J3	Q96J22
Q7D4P3	P49674
Q7D4P3	Q6PB27
P9WI81	Q6LES0
Q10516	Q8N5L4
Q7D4P3	Q9XRX2
Q7D4P3	Q53XV2
Q10516	P62249
Q7D4P3	Q9UDI2
Q7D4P3	Q92885
Q10516	Q9UHL1
Q7D4P3	Q9UKK8
Q10516	Q2I102
Q7D4P3	Q96EM8
I6WXK4	Q9Y6F4
P9WI81	Q9HBC0
Q7D4P3	Q9NRG0
Q7D4P3	Q9BXR6
Q7D4P5	Q5M8S9
P9WI81	Q9UQN5
Q10516	Q9UDL4
Q10516	Q9UKP4
Q7D4P3	Q9BWY3
P9WI81	Q96J22
P9WI81	P62834
Q7D4P3	Q9HCB6
Q7D5J3	Q9UH94
Q7D5J3	Q6LES0
Q7D4P3	A6NFM0
Q10516	Q96BA0
Q7D4P5	Q9NTK6
Q7D4P3	Q96HA5
Q7D5J3	Q9BST0
P9WI81	Q9UFU0
Q10516	Q92759
Q7D4P3	Q9UEB9
Q10516	Q8N1A5
Q10516	Q53Y81
Q10516	Q9Y697
Q7D4P3	Q9Y386
Q7D4P3	Q5SXU8
P9WNK5	Q9BU31
P9WI81	Q5T059
Q7D5J3	Q9BUK9
Q7D4P3	Q2MJR1
Q7D4P3	Q9P0M5
Q7D5J3	Q8N1C0
Q7D4P3	Q5T059
Q7D4P3	Q9Y684
Q7D4P3	Q6NUP8
Q7D5J3	Q9TP70
Q10516	Q6LD15
Q7D4P3	P51687
P9WI81	Q9NUZ2
P9WI81	Q8TAJ6
Q7D4P3	Q92558
Q7D5J3	Q9UNP1
Q7D4P3	Q9UN99
Q7D4P3	Q9UQ13
Q7D4P3	Q9UP46
Q7D4P3	Q75MC9
Q7D4P3	Q8VC50
