511145	P23827|ECOT_ECOLI	511145.b2209	100.0	335.0
511145	P0AAL0|NAPF_ECOLI	511145.b2208	100.0	341.0
511145	P76632|CSE2_ECOLI	511145.b2759	100.0	331.0
511145	Q46899|CASC_ECOLI	511145.b2758	100.0	753.0
511145	P45545|YHFS_ECOLI	511145.b3376	100.0	728.0
511145	P45546|YHFT_ECOLI	511145.b3377	100.0	860.0
511145	P45543|FRLD_ECOLI	511145.b3374	100.0	539.0
511145	P45544|FRLR_ECOLI	511145.b3375	100.0	507.0
511145	P33931|CCMA_ECOLI	511145.b2201	100.0	420.0
511145	P0ABL8|CCMB_ECOLI	511145.b2200	100.0	415.0
511145	P23845|CYSN_ECOLI	511145.b2751	100.0	972.0
511145	P0A6J1|CYSC_ECOLI	511145.b2750	100.0	410.0
511145	Q46898|CAS5_ECOLI	511145.b2757	100.0	462.0
511145	Q46897|CAS6_ECOLI	511145.b2756	100.0	412.0
511145	Q46896|CAS1_ECOLI	511145.b2755	100.0	617.0
511145	P45956|CAS2_ECOLI	511145.b2754	100.0	188.0
511145	P0A9J8|PHEA_ECOLI	511145.b2599	100.0	799.0
511145	P0AC00|FRLB_ECOLI	511145.b3371	100.0	707.0
511145	P33644|POLOX_ECOLI	511145.b2593	100.0	506.0
511145	P63284|CLPB_ECOLI	511145.b2592	100.0	1732.0
511145	P0AC02|BAMD_ECOLI	511145.b2595	100.0	507.0
511145	P33643|RLUD_ECOLI	511145.b2594	100.0	666.0
511145	P0AD49|YFIA_ECOLI	511145.b2597	100.0	233.0
511145	P17169|GLMS_ECOLI	511145.b3729	100.0	1243.0
511145	P0A6K6|DEOB_ECOLI	511145.b4383	100.0	842.0
511145	P10423|IAP_ECOLI	511145.b2753	100.0	720.0
511145	P33348|YEHL_ECOLI	511145.b2119	100.0	746.0
511145	P33346|YEHI_ECOLI	511145.b2118	100.0	2489.0
511145	P21156|CYSD_ECOLI	511145.b2752	100.0	632.0
511145	P00959|SYM_ECOLI	511145.b2114	100.0	1419.0
511145	P32688|YJBG_ECOLI	511145.b4028	100.0	492.0
511145	P33343|YEHD_ECOLI	511145.b2111	100.0	361.0
511145	P0ABL3|NAPB_ECOLI	511145.b2203	100.0	317.0
511145	P0AF08|APBC_ECOLI	511145.b2113	100.0	761.0
511145	P33344|YEHE_ECOLI	511145.b2112	100.0	196.0
511145	P37675|YIAN_ECOLI	511145.b3578	100.0	825.0
511145	P37676|YIAO_ECOLI	511145.b3579	100.0	674.0
511145	P0ABL5|NAPC_ECOLI	511145.b2202	100.0	427.0
511145	P27297|BAX_ECOLI	511145.b3570	100.0	569.0
511145	P25718|AMY1_ECOLI	511145.b3571	100.0	1405.0
511145	P09053|AVTA_ECOLI	511145.b3572	100.0	860.0
511145	P56256|YSAA_ECOLI	511145.b3573	100.0	318.0
511145	P37671|YIAJ_ECOLI	511145.b3574	100.0	586.0
511145	P37672|DLGD_ECOLI	511145.b3575	100.0	687.0
511145	P37673|YIAL_ECOLI	511145.b3576	100.0	321.0
511145	P33934|NAPH_ECOLI	511145.b2204	100.0	583.0
511145	P76520|YFDX_ECOLI	511145.b2375	100.0	426.0
511145	P69902|FCTA_ECOLI	511145.b2374	100.0	869.0
511145	P76521|YFDY_ECOLI	511145.b2377	100.0	157.0
511145	O32528|YPDI_ECOLI	511145.b2376	100.0	187.0
511145	P76518|ACOCT_ECOLI	511145.b2371	100.0	794.0
511145	P30855|EVGS_ECOLI	511145.b2370	100.0	2487.0
511145	P0AFI0|OXC_ECOLI	511145.b2373	100.0	1160.0
511145	P0AA49|YFDV_ECOLI	511145.b2372	100.0	624.0
511145	P33937|NAPA_ECOLI	511145.b2206	100.0	1732.0
511145	P77434|ALAC_ECOLI	511145.b2379	100.0	852.0
511145	P0ACV2|LPXP_ECOLI	511145.b2378	100.0	638.0
511145	P27303|EMRA_ECOLI	511145.b2685	100.0	791.0
511145	P0ACR9|MPRA_ECOLI	511145.b2684	100.0	361.0
511145	P45578|LUXS_ECOLI	511145.b2687	100.0	360.0
511145	P0AEJ0|EMRB_ECOLI	511145.b2686	100.0	1029.0
511145	P43667|YGAH_ECOLI	511145.b2683	100.0	219.0
511145	P76630|YGAZ_ECOLI	511145.b2682	100.0	488.0
511145	P0ADR0|YQAA_ECOLI	511145.b2689	100.0	279.0
511145	P0A6W9|GSH1_ECOLI	511145.b2688	100.0	1077.0
511145	P27836|WECG_ECOLI	511145.b3794	100.0	509.0
511145	P27837|YIFK_ECOLI	511145.b3795	100.0	919.0
511145	P39401|OPGB_ECOLI	511145.b4359	100.0	1581.0
511145	P39400|LGOD_ECOLI	511145.b4358	100.0	701.0
511145	P0AAA7|WZXE_ECOLI	511145.b3792	100.0	818.0
511145	P27835|WZYE_ECOLI	511145.b3793	100.0	894.0
511145	P02942|MCP1_ECOLI	511145.b4355	100.0	1112.0
511145	P39396|YJIY_ECOLI	511145.b4354	100.0	1438.0
511145	P39399|LGOR_ECOLI	511145.b4357	100.0	632.0
511145	P39398|LGOT_ECOLI	511145.b4356	100.0	922.0
511145	P24202|MRR_ECOLI	511145.b4351	100.0	620.0
511145	P08956|T1RK_ECOLI	511145.b4350	100.0	2428.0
511145	P0ADC8|YJIX_ECOLI	511145.b4353	100.0	142.0
511145	P24203|YJIA_ECOLI	511145.b4352	100.0	657.0
511145	P0AEJ4|ENVZ_ECOLI	511145.b3404	100.0	921.0
511145	P0AA16|OMPR_ECOLI	511145.b3405	100.0	484.0
511145	P30128|GREB_ECOLI	511145.b3406	100.0	325.0
511145	P45475|YHBV_ECOLI	511145.b3159	100.0	604.0
511145	P0ACG8|HSLR_ECOLI	511145.b3400	100.0	270.0
511145	P0A6Y5|HSLO_ECOLI	511145.b3401	100.0	605.0
511145	P45804|YHGE_ECOLI	511145.b3402	100.0	1149.0
511145	P22259|PCKA_ECOLI	511145.b3403	100.0	1122.0
511145	P45469|YRAR_ECOLI	511145.b3152	100.0	435.0
511145	P45470|YHBO_ECOLI	511145.b3153	100.0	347.0
