Q2FUX4	A0A3B3ISY8
Q2FUX4	Q9UEX3
Q2G0L4	Q14600
Q9EYW6	Q92794
Q9EYW6	Q9BU83
Q2FUX4	Q96H98
Q9EYW6	Q53SL0
Q2FUX4	Q6ICT7
Q2FUX4	B4E1Z4
Q9EYW6	Q9UH50
Q2FUX4	Q6FI44
Q9EYW6	Q96MX6
Q2FUX4	Q9UP74
Q9EYW6	Q5T1S7
Q9EYW6	P09919
Q2FUX4	Q9UEV0
Q2FUX4	Q9Y297
Q2FUX4	Q9NQQ4
Q2FUX4	Q9Y6R5
Q9EYW6	Q9UHW5
Q2FUX4	Q9BZX1
Q2FUX4	Q9BWB6
Q9EYW6	Q92534
Q2FUX4	P78315
Q2FUX4	Q9BU83
Q9EYW6	Q9C092
Q9EYW6	Q9UHD1
Q2FUX4	Q13564
Q9EYW6	Q9H5A8
Q2FUX4	H9KV45
Q9EYW6	Q9UKC4
Q9EYW6	Q9UKV5
Q2FUX4	E9PI54
Q9EYW6	Q9Y4K4
Q9EYW6	Q99460
Q9EYW6	Q9Y6L9
Q9EYW6	Q9HB61
Q2FUX4	Q9BU31
Q9EYW6	Q8IYW3
Q9EYW6	Q9Y4I3
Q9EYW6	Q9Y510
Q2FUX4	P46940
Q2FUX4	Q92769
Q2FUX4	Q8IXZ5
Q2FUX4	Q8N5C8
Q9EYW6	Q9Y4E4
Q9EYW6	Q00007
Q2FUX4	Q9UBN7
Q2FUX4	Q9UNU3
Q2FUX4	O14562
Q9EYW6	O14562
Q9EYW6	Q99728
Q2FUX4	Q6IB15
Q2FUX4	Q5T3P9
Q9EYW6	H9KV45
Q9EYW6	P78315
Q2FUX4	P30086
Q9EYW6	Q585T8
Q2FUX4	Q9UD85
Q2G0L4	P21854
Q2FUX4	Q9UD72
Q9EYW6	Q9NYT8
Q2FUX4	Q14595
Q9EYW6	Q8N5D7
Q2FUX4	Q9Y6L8
Q2FUX4	Q8WVV7
Q2FUX4	Q5T1S7
Q9EYW6	Q5T3P9
Q9EYW6	Q9NNZ9
Q9EYW6	O75297
Q2G0L4	Q9BWR0
Q2FUX4	Q00007
Q2FUX4	Q9Y5L9
Q2FUX4	Q9UH50
Q9EYW6	P22681
Q2FUX4	Q9UKC4
Q9EYW6	Q9UMG5
Q2FUX4	Q9NRF7
Q2FUX4	Q29R80
Q2FUX4	Q9BUS6
Q9EYW6	Q9Y5L9
Q9EYW6	Q7Z2Y5
Q9EYW6	Q92769
Q2FUX4	Q96FI6
Q9EYW6	Q9UDI2
Q2FUX4	P26006
Q2FUX4	Q7Z743
Q2FUX4	Q9H240
Q2FUX4	Q86VH9
Q2FUX4	Q53X65
Q9EYW6	Q9Y6R5
Q2FUX4	Q9BUB1
Q9EYW6	Q8NCX9
Q2FUX4	Q9Y4Y0
Q2FUX4	Q96JT8
Q9EYW6	Q9Y2K2
Q9EYW6	Q86XF8
Q9EYW6	Q9BU31
Q9EYW6	Q9Y297
Q9EYW6	Q86VB3
Q2FUX4	P22459
Q9EYW6	Q9C0H9
Q2FUX4	Q9UMG5
Q2FUX4	Q2M3B4
Q2FUX4	Q6FGE9
Q9EYW6	C9J0E9
Q9EYW6	Q9BRP7
Q2FUX4	Q9Y4X2
Q9EYW6	Q2MJR1
Q9EYW6	Q93068
Q2FUX4	Q9UDC6
Q2FUX4	Q8NCX9
Q2FUX4	Q96HD7
Q9EYW6	Q5U0G3
Q2FUX4	Q9UHW5
Q2FUX4	Q92542
