7227	A0A0B4K6X5|A0A0B4K6X5_DROME	7227.FBpp0293419	100.0	236.0
7227	A0A0B4K7C7|A0A0B4K7C7_DROME	7227.FBpp0293418	100.0	183.0
7227	Q8IRP3|Q8IRP3_DROME	7227.FBpp0293410	100.0	690.0
7227	M9NGE9|M9NGE9_DROME	7227.FBpp0293413	100.0	754.0
7227	Q6IJE6|Q6IJE6_DROME	7227.FBpp0293417	100.0	298.0
7227	M9NFY9|M9NFY9_DROME	7227.FBpp0293416	100.0	348.0
7227	Q9VEX4|Q9VEX4_DROME	7227.FBpp0082714	100.0	766.0
7227	Q9VEX5|INT13_DROME	7227.FBpp0082713	100.0	1426.0
7227	Q8INB8|Q8INB8_DROME	7227.FBpp0082710	100.0	454.0
7227	Q9VEX7|Q9VEX7_DROME	7227.FBpp0082711	100.0	1857.0
7227	Q9V4B8|Q9V4B8_DROME	7227.FBpp0088211	100.0	1881.0
7227	Q7JUN3|Q7JUN3_DROME	7227.FBpp0088213	100.0	1519.0
7227	Q9V4B6|Q9V4B6_DROME	7227.FBpp0088212	100.0	3034.0
7227	Q9VSW4|Q9VSW4_DROME	7227.FBpp0076172	100.0	514.0
7227	Q86BI7|Q86BI7_DROME	7227.FBpp0075076	100.0	772.0
7227	Q4V5H8|Q4V5H8_DROME	7227.FBpp0081199	100.0	449.0
7227	Q9VI39|Q9VI39_DROME	7227.FBpp0081198	100.0	466.0
7227	O76339|O76339_DROME	7227.FBpp0081195	100.0	406.0
7227	P10105|LAB_DROME	7227.FBpp0081194	99.055	1255.0
7227	O97069|ASSY_DROME	7227.FBpp0081197	100.0	863.0
7227	O97060|O97060_DROME	7227.FBpp0081191	100.0	429.0
7227	O97059|O97059_DROME	7227.FBpp0081190	100.0	411.0
7227	O97063|O97063_DROME	7227.FBpp0081193	100.0	300.0
7227	O97062|O97062_DROME	7227.FBpp0081192	100.0	391.0
7227	Q9W5N0|COA7_DROME	7227.FBpp0110448	100.0	546.0
7227	X2JBI1|X2JBI1_DROME	7227.FBpp0301611	100.0	1165.0
7227	Q7PL72|Q7PL72_DROME	7227.FBpp0110444	100.0	350.0
7227	Q9V6Y3|RT16_DROME	7227.FBpp0302048	100.0	268.0
7227	Q9W0A0|DRPR_DROME	7227.FBpp0306204	98.944	2094.0
7227	P22468|GDL_DROME	7227.FBpp0306207	100.0	399.0
7227	Q9VUR4|Q9VUR4_DROME	7227.FBpp0289558	100.0	659.0
7227	Q9W096|Q9W096_DROME	7227.FBpp0306201	100.0	1018.0
7227	B4ZJ99|B4ZJ99_DROME	7227.FBpp0289553	100.0	281.0
7227	A1Z7Q7|A1Z7Q7_DROME	7227.FBpp0087661	100.0	1091.0
7227	Q7JUY8|Q7JUY8_DROME	7227.FBpp0289882	100.0	783.0
7227	E1JH07|E1JH07_DROME	7227.FBpp0289884	100.0	309.0
7227	E1JGK8|E1JGK8_DROME	7227.FBpp0289887	100.0	172.0
7227	Q8INY4|Q8INY4_DROME	7227.FBpp0080578	100.0	586.0
7227	Q9VJB2|Q9VJB2_DROME	7227.FBpp0080579	100.0	144.0
7227	E1JIB0|E1JIB0_DROME	7227.FBpp0290171	100.0	373.0
7227	E1JIB1|E1JIB1_DROME	7227.FBpp0290170	100.0	377.0
7227	Q8INY6|Q8INY6_DROME	7227.FBpp0080574	100.0	961.0
7227	Q9VJB3|Q9VJB3_DROME	7227.FBpp0080577	100.0	1101.0
7227	Q8IRJ5|Q8IRJ5_DROME	7227.FBpp0072418	100.0	803.0
7227	Q24142|HR78_DROME	7227.FBpp0089291	100.0	1241.0
7227	Q9W0R8|Q9W0R8_DROME	7227.FBpp0072416	100.0	3467.0
7227	Q95TP0|Q95TP0_DROME	7227.FBpp0077173	100.0	739.0
7227	O62589|GD_DROME	7227.FBpp0304588	100.0	1106.0
7227	Q7JZB4|GMPPB_DROME	7227.FBpp0078510	100.0	754.0
7227	Q9VQA4|Q9VQA4_DROME	7227.FBpp0077436	100.0	495.0
7227	A8JQT2|A8JQT2_DROME	7227.FBpp0111638	100.0	1084.0
7227	A1ZAJ7|A1ZAJ7_DROME	7227.FBpp0289779	100.0	703.0
7227	A8JNN8|A8JNN8_DROME	7227.FBpp0111639	100.0	583.0
7227	Q9VHN0|Q9VHN0_DROME	7227.FBpp0289770	100.0	271.0
7227	Q9VJ10|Q9VJ10_DROME	7227.FBpp0080719	100.0	1068.0
7227	P23803|ODD_DROME	7227.FBpp0077246	100.0	807.0
7227	Q9VJ03|Q9VJ03_DROME	7227.FBpp0080714	100.0	1114.0
7227	Q8SXE1|Q8SXE1_DROME	7227.FBpp0080715	100.0	800.0
7227	Q9VJ04|Q9VJ04_DROME	7227.FBpp0080716	100.0	1983.0
7227	P05031|DDC_DROME	7227.FBpp0080710	100.0	1066.0
7227	Q9VC80|Q9VC80_DROME	7227.FBpp0084008	100.0	997.0
7227	Q9VC77|Q9VC77_DROME	7227.FBpp0084004	100.0	555.0
7227	Q9VC78|Q9VC78_DROME	7227.FBpp0084005	100.0	720.0
7227	Q9VC76|Q9VC76_DROME	7227.FBpp0084001	100.0	677.0
7227	Q9VC75|Q9VC75_DROME	7227.FBpp0084002	100.0	486.0
7227	P09478|ACH1_DROME	7227.FBpp0084003	100.0	1169.0
7227	Q9I7R3|Q9I7R3_DROME	7227.FBpp0300159	100.0	550.0
7227	Q9W3L4|Q9W3L4_DROME	7227.FBpp0305502	99.759	862.0
7227	Q4V5R4|POLYP_DROME	7227.FBpp0087294	100.0	934.0
7227	A1Z8E3|A1Z8E3_DROME	7227.FBpp0087295	100.0	345.0
7227	A1Z763|A1Z763_DROME	7227.FBpp0087920	100.0	1850.0
7227	A1Z8E9|BBS4_DROME	7227.FBpp0087297	100.0	999.0
7227	Q7KNF1|Q7KNF1_DROME	7227.FBpp0087926	100.0	2766.0
7227	A1Z8G1|A1Z8G1_DROME	7227.FBpp0087291	100.0	262.0
7227	A1Z8G0|A1Z8G0_DROME	7227.FBpp0087292	100.0	1235.0
7227	Q8MS66|Q8MS66_DROME	7227.FBpp0087925	100.0	971.0
7227	Q7K049|Q7K049_DROME	7227.FBpp0087929	100.0	300.0
7227	A1Z8F1|A1Z8F1_DROME	7227.FBpp0087298	100.0	189.0
7227	A1Z8F3|A1Z8F3_DROME	7227.FBpp0087299	100.0	142.0
